case_id,branch,source_dataset,ct_shape,mask_shape,ct_sx,ct_sy,ct_sz,hu_min,hu_max,hu_p01,hu_p05,hu_p50,hu_p95,hu_p99,looks_like_HU,needs_offset_fix,mask_empty,ct_reader_backend,mask_reader_backend,recommendation,status,error
0f49c9cac2,normal,RSNA-Normal,"(37, 512, 512)","(37, 512, 512)",0.439453125,0.439453125,5.0,-1024.0,2555.0,-1009.0,-1005.0,-953.0,356.0,986.0,True,False,True,sitk,sitk,keep_original,ok,
0f57bef93b,normal,RSNA-Normal,"(33, 512, 512)","(33, 512, 512)",0.4609375,0.4609375,5.0,-1023.0,2476.0,-1012.0,-1006.0,-922.0,504.0,1081.0,True,False,True,sitk,sitk,keep_original,ok,
0f604b5f00,normal,RSNA-Normal,"(31, 512, 512)","(31, 512, 512)",0.4140625,0.4140625,5.0,-1024.0,1816.0,-1013.0,-1007.0,-823.0,557.8499999999767,1068.0,True,False,True,sitk,sitk,keep_original,ok,
0f622a7262,normal,RSNA-Normal,"(33, 512, 512)","(33, 512, 512)",0.416015625,0.416015625,5.0,-1023.0,1700.0,-1009.0,-1005.0,-929.0,514.0,963.0,True,False,True,sitk,sitk,keep_original,ok,
0f66d393af,normal,RSNA-Normal,"(29, 512, 512)","(29, 512, 512)",0.404296875,0.404296875,5.0,-1024.0,1640.0,-1011.0,-1006.0,-908.0,653.0,1286.0,True,False,True,sitk,sitk,keep_original,ok,
0f6c775248,normal,RSNA-Normal,"(31, 512, 512)","(31, 512, 512)",0.396484375,0.396484375,5.0,-1024.0,1642.0,-1016.0,-1011.0,-921.0,479.0,979.0,True,False,True,sitk,sitk,keep_original,ok,
0f71bbe205,normal,RSNA-Normal,"(34, 512, 512)","(34, 512, 512)",0.3984375,0.3984375,5.0,-1020.0,2187.0,-1009.0,-1005.0,-746.0,537.0,1112.0,True,False,True,sitk,sitk,keep_original,ok,
0f7c5a23d6,normal,RSNA-Normal,"(32, 512, 512)","(32, 512, 512)",0.4882810115814209,0.4882810115814209,5.015044689178467,-3024.0,1884.0,-3024.0,-3024.0,-969.0,836.0,1522.0,True,False,True,sitk,sitk,keep_original,ok,
0f83aa5861,normal,RSNA-Normal,"(32, 512, 512)","(32, 512, 512)",0.48828125,0.48828125,5.0,-1021.0,1533.0,-1009.0,-1006.0,-971.0,474.0,794.0,True,False,True,sitk,sitk,keep_original,ok,
0f85174beb,normal,RSNA-Normal,"(32, 512, 512)","(32, 512, 512)",0.421875,0.421875,5.0,-1021.0,1711.0,-1009.0,-1006.0,-909.0,440.0,943.0,True,False,True,sitk,sitk,keep_original,ok,
0f901ef4d8,normal,RSNA-Normal,"(32, 512, 512)","(32, 512, 512)",0.375,0.375,5.0,-1024.0,1691.0,-1009.0,-1004.0,-584.0,651.0,1121.0,True,False,True,sitk,sitk,keep_original,ok,
0fa454d0f8,normal,RSNA-Normal,"(32, 512, 512)","(32, 512, 512)",0.41796875,0.41796875,5.0,-1024.0,1663.0,-1012.0,-1005.0,-829.0,489.0,1050.0,True,False,True,sitk,sitk,keep_original,ok,
0fb1f5d2f3,normal,RSNA-Normal,"(35, 512, 512)","(35, 512, 512)",0.48828125,0.48828125,5.0,-1024.0,1559.0,-1012.0,-1006.0,-970.0,426.0,911.570000000007,True,False,True,sitk,sitk,keep_original,ok,
0fc16e3af3,normal,RSNA-Normal,"(33, 512, 512)","(33, 512, 512)",0.48828125,0.48828125,5.0,-1023.0,1705.0,-1010.0,-1006.0,-977.0,435.8499999999767,1149.0,True,False,True,sitk,sitk,keep_original,ok,
0fc4d40956,normal,RSNA-Normal,"(34, 512, 512)","(34, 512, 512)",0.439453125,0.439453125,5.0,-1024.0,2594.0,-1012.0,-1006.0,-939.0,499.0,1039.0,True,False,True,sitk,sitk,keep_original,ok,
0fcaf1d9bd,normal,RSNA-Normal,"(32, 512, 512)","(32, 512, 512)",0.4882810115814209,0.4882810115814209,5.0,-3024.0,3071.0,-3024.0,-3024.0,-986.0,355.0,1460.570000000007,True,False,True,sitk,sitk,keep_original,ok,
0fcd4a839f,normal,RSNA-Normal,"(33, 512, 512)","(33, 512, 512)",0.486328125,0.486328125,5.0,-1024.0,1669.0,-1008.0,-1005.0,-993.0,349.0,920.0,True,False,True,sitk,sitk,keep_original,ok,
0fcfc7d6c9,normal,RSNA-Normal,"(36, 512, 512)","(36, 512, 512)",0.4882810115814209,0.4882810115814209,3.9284286499023438,-3024.0,1712.0,-3024.0,-3024.0,-973.0,661.0,1439.0,True,False,True,sitk,sitk,resample_to_5mm,ok,
0fd5ba82e3,normal,RSNA-Normal,"(39, 512, 512)","(39, 512, 512)",0.48828125,0.48828125,5.0,-1023.0,1523.0,-1009.0,-1006.0,-998.0,337.0,878.0,True,False,True,sitk,sitk,keep_original,ok,
0fd6b80f39,normal,RSNA-Normal,"(32, 512, 512)","(32, 512, 512)",0.419921875,0.419921875,5.0,-1024.0,1688.0,-1010.0,-1005.0,-759.0,472.0,1064.0,True,False,True,sitk,sitk,keep_original,ok,
10aa14493a,normal,RSNA-Normal,"(36, 512, 512)","(36, 512, 512)",0.4882810115814209,0.4882810115814209,5.0,-3024.0,2001.0,-3024.0,-3024.0,-987.0,304.0,1492.0,True,False,True,sitk,sitk,keep_original,ok,
10bb92b7c2,normal,RSNA-Normal,"(40, 512, 512)","(40, 512, 512)",0.4882810115814209,0.4882810115814209,4.084000110626221,-3024.0,1909.0,-3024.0,-3024.0,-992.0,243.0,1298.0,True,False,True,sitk,sitk,keep_original,ok,
10be0944ab,normal,RSNA-Normal,"(32, 512, 512)","(32, 512, 512)",0.478515625,0.478515625,5.0,-1023.0,1649.0,-1010.0,-1005.0,-962.0,445.0,1038.0,True,False,True,sitk,sitk,keep_original,ok,
10c42d6624,normal,RSNA-Normal,"(34, 512, 512)","(34, 512, 512)",0.44921875,0.44921875,5.0,-1024.0,1901.0,-1007.0,-1004.0,-937.0,371.0,839.0,True,False,True,sitk,sitk,keep_original,ok,
10c4e906b9,normal,RSNA-Normal,"(34, 512, 512)","(34, 512, 512)",0.48828125,0.48828125,5.0,-1024.0,1622.0,-1009.0,-1006.0,-972.0,367.0,1007.0,True,False,True,sitk,sitk,keep_original,ok,
10cd632c20,normal,RSNA-Normal,"(31, 512, 512)","(31, 512, 512)",0.4140625,0.4140625,5.0,-1023.0,1459.0,-1011.0,-1005.0,-836.0,609.0,967.0,True,False,True,sitk,sitk,keep_original,ok,
10cfd40292,normal,RSNA-Normal,"(35, 512, 512)","(35, 512, 512)",0.416015625,0.416015625,5.0,-1019.0,1570.0,-1009.0,-1004.0,-958.0,472.0,908.0,True,False,True,sitk,sitk,keep_original,ok,
10cfd903b4,normal,RSNA-Normal,"(39, 512, 512)","(39, 512, 512)",0.48828125,0.48828125,5.0,-1024.0,2976.0,-1013.0,-1006.0,-990.0,336.0,733.0,True,False,True,sitk,sitk,keep_original,ok,
10d59e1976,normal,RSNA-Normal,"(30, 512, 512)","(30, 512, 512)",0.43359375,0.43359375,5.0,-1024.0,1606.0,-1010.0,-1006.0,-964.0,551.0,1206.0,True,False,True,sitk,sitk,keep_original,ok,
10db84dd42,normal,RSNA-Normal,"(33, 512, 512)","(33, 512, 512)",0.48828125,0.48828125,5.0,-1024.0,2179.0,-1010.0,-1006.0,-969.0,438.0,1127.0,True,False,True,sitk,sitk,keep_original,ok,
10fb51178a,normal,RSNA-Normal,"(30, 512, 512)","(30, 512, 512)",0.40234375,0.40234375,5.0,-1024.0,1662.0,-1012.0,-1006.0,-757.0,760.0,1351.0,True,False,True,sitk,sitk,keep_original,ok,
10fb5a1439,normal,RSNA-Normal,"(31, 512, 512)","(31, 512, 512)",0.48828125,0.48828125,4.999999523162842,-1024.0,1393.0,-1014.0,-1008.0,-978.0,272.0,732.0,True,False,True,sitk,sitk,keep_original,ok,
11ae6f798a,normal,RSNA-Normal,"(38, 512, 512)","(38, 512, 512)",0.48828125,0.48828125,5.0,-1024.0,1706.0,-1010.0,-1005.0,-994.0,336.0,887.0,True,False,True,sitk,sitk,keep_original,ok,
11b044cdca,normal,RSNA-Normal,"(32, 512, 512)","(32, 512, 512)",0.44140625,0.44140625,5.0,-1023.0,2552.0,-1010.0,-1006.0,-964.0,475.0,1057.0,True,False,True,sitk,sitk,keep_original,ok,
11bda0bed0,normal,RSNA-Normal,"(35, 512, 512)","(35, 512, 512)",0.45703125,0.45703125,5.0,-1024.0,1659.0,-1013.0,-1007.0,-951.0,518.0,1041.0,True,False,True,sitk,sitk,keep_original,ok,
11d72eb3d0,normal,RSNA-Normal,"(33, 512, 512)","(33, 512, 512)",0.41015625,0.41015625,5.0,-1022.0,1702.0,-1010.0,-1005.0,-914.0,474.0,978.570000000007,True,False,True,sitk,sitk,keep_original,ok,
11e6c1105d,normal,RSNA-Normal,"(33, 512, 512)","(33, 512, 512)",0.392578125,0.392578125,5.0,-1024.0,1521.0,-1013.0,-1006.0,-770.0,708.0,1095.0,True,False,True,sitk,sitk,keep_original,ok,
11e9c0f92c,normal,RSNA-Normal,"(28, 512, 512)","(28, 512, 512)",0.4882810115814209,0.4882810115814209,5.22871732711792,-3024.0,2045.0,-3024.0,-3024.0,-990.0,568.0,1383.0,True,False,True,sitk,sitk,keep_original,ok,
11f4ff1964,normal,RSNA-Normal,"(37, 512, 512)","(37, 512, 512)",0.48828125,0.48828125,5.0,-1024.0,2889.0,-1011.0,-1006.0,-971.0,500.0,1183.0,True,False,True,sitk,sitk,keep_original,ok,
11f53d98d8,normal,RSNA-Normal,"(31, 512, 512)","(31, 512, 512)",0.44140625,0.44140625,5.0,-1020.0,1530.0,-1009.0,-1005.0,-967.0,337.0,703.0,True,False,True,sitk,sitk,keep_original,ok,
12a0c4f8fe,normal,RSNA-Normal,"(28, 512, 512)","(28, 512, 512)",0.4882810115814209,0.4882810115814209,5.077459335327148,-3024.0,3071.0,-3024.0,-3024.0,-983.0,306.0,1171.0,True,False,True,sitk,sitk,keep_original,ok,
12a3fe7a72,normal,RSNA-Normal,"(32, 512, 512)","(32, 512, 512)",0.439453125,0.439453125,5.0,-1024.0,2471.0,-1012.0,-1007.0,-864.0,586.0,1111.0,True,False,True,sitk,sitk,keep_original,ok,
12a7c0ce5e,normal,RSNA-Normal,"(28, 512, 512)","(28, 512, 512)",0.4882810115814209,0.4882810115814209,5.176264762878418,-3024.0,1962.0,-3024.0,-3024.0,-974.0,380.0,1240.0,True,False,True,sitk,sitk,keep_original,ok,
12a9fd8aae,normal,RSNA-Normal,"(32, 512, 512)","(32, 512, 512)",0.4882810115814209,0.4882810115814209,5.176263332366943,-3024.0,2014.0,-3024.0,-3024.0,-977.0,476.0,1458.0,True,False,True,sitk,sitk,keep_original,ok,
12b3f7dc2d,normal,RSNA-Normal,"(32, 512, 512)","(32, 512, 512)",0.4882810115814209,0.4882810115814209,5.069954872131348,-3024.0,3071.0,-3024.0,-3024.0,-981.0,813.0,1626.0,True,False,True,sitk,sitk,keep_original,ok,
12b598380d,normal,RSNA-Normal,"(33, 512, 512)","(33, 512, 512)",0.455078125,0.455078125,5.0,-1022.0,1664.0,-1010.0,-1006.0,-980.0,342.0,846.570000000007,True,False,True,sitk,sitk,keep_original,ok,
12b7e5be84,normal,RSNA-Normal,"(34, 512, 512)","(34, 512, 512)",0.408203125,0.408203125,5.0,-1024.0,1602.0,-1010.0,-1006.0,-956.0,614.0,1192.0,True,False,True,sitk,sitk,keep_original,ok,
12d5e5f418,normal,RSNA-Normal,"(35, 512, 512)","(35, 512, 512)",0.48828125,0.48828125,5.0,-1024.0,1999.0,-1011.0,-1006.0,-992.0,362.0,997.0,True,False,True,sitk,sitk,keep_original,ok,
12e389e796,normal,RSNA-Normal,"(35, 512, 512)","(35, 512, 512)",0.48828125,0.48828125,5.0,-1022.0,1889.0,-1008.0,-1005.0,-975.0,321.0,722.0,True,False,True,sitk,sitk,keep_original,ok,
12eb65dca1,normal,RSNA-Normal,"(36, 512, 512)","(36, 512, 512)",0.4453125,0.4453125,5.0,-1023.0,1641.0,-1010.0,-1006.0,-963.0,337.0,776.0,True,False,True,sitk,sitk,keep_original,ok,
12f04486f5,normal,RSNA-Normal,"(32, 512, 512)","(32, 512, 512)",0.4375,0.4375,5.0,-1022.0,1567.0,-1008.0,-1006.0,-951.0,551.0,1153.0,True,False,True,sitk,sitk,keep_original,ok,
12f1f5279b,normal,RSNA-Normal,"(32, 512, 512)","(32, 512, 512)",0.48828125,0.48828125,5.2502360343933105,-1024.0,2976.0,-1007.0,-1004.0,-970.0,443.0,1236.0,True,False,True,sitk,sitk,keep_original,ok,
13a7b360aa,normal,RSNA-Normal,"(28, 512, 512)","(28, 512, 512)",0.4882810115814209,0.4882810115814209,5.176264762878418,-3024.0,2116.0,-3024.0,-3024.0,-979.0,714.8499999999767,1661.0,True,False,True,sitk,sitk,keep_original,ok,
13b34283b3,normal,RSNA-Normal,"(33, 512, 512)","(33, 512, 512)",0.466796875,0.466796875,5.0,-1024.0,1614.0,-1009.0,-1006.0,-952.0,502.0,1034.570000000007,True,False,True,sitk,sitk,keep_original,ok,
13ba62d5b2,normal,RSNA-Normal,"(40, 512, 512)","(40, 512, 512)",0.4882810115814209,0.4882810115814209,4.131640911102295,-3024.0,2075.0,-3024.0,-3024.0,-990.0,196.0,955.0,True,False,True,sitk,sitk,keep_original,ok,
13ba98101d,normal,RSNA-Normal,"(34, 512, 512)","(34, 512, 512)",0.451171875,0.451171875,5.0,-1024.0,1625.0,-1010.0,-1006.0,-974.0,612.0,1044.0,True,False,True,sitk,sitk,keep_original,ok,
13be078750,normal,RSNA-Normal,"(29, 512, 512)","(29, 512, 512)",0.4453125,0.4453125,5.0,-1018.0,1578.0,-1008.0,-1005.0,-842.0,492.0,1068.0,True,False,True,sitk,sitk,keep_original,ok,
13c2ed18d7,normal,RSNA-Normal,"(33, 512, 512)","(33, 512, 512)",0.439453125,0.439453125,5.0,-1023.0,1692.0,-1009.0,-1006.0,-944.0,605.0,1159.0,True,False,True,sitk,sitk,keep_original,ok,
13c4b56a7c,normal,RSNA-Normal,"(40, 512, 512)","(40, 512, 512)",0.4882810115814209,0.4882810115814209,4.077564239501953,-3024.0,1977.0,-3024.0,-3024.0,-990.0,409.0,1358.0,True,False,True,sitk,sitk,keep_original,ok,
13c6187ca7,normal,RSNA-Normal,"(35, 512, 512)","(35, 512, 512)",0.4375,0.4375,5.0,-1024.0,1536.0,-1015.0,-1011.0,-945.0,468.0,924.0,True,False,True,sitk,sitk,keep_original,ok,
13cb78e6b0,normal,RSNA-Normal,"(34, 512, 512)","(34, 512, 512)",0.48828125,0.48828125,5.0,-1024.0,1757.0,-1012.0,-1007.0,-977.0,307.0,659.0,True,False,True,sitk,sitk,keep_original,ok,
13e678d4da,normal,RSNA-Normal,"(31, 512, 512)","(31, 512, 512)",0.3984375,0.3984375,5.0,-1024.0,1626.0,-1011.0,-1006.0,-931.0,829.0,1335.0,True,False,True,sitk,sitk,keep_original,ok,
13e911a8ee,normal,RSNA-Normal,"(32, 512, 512)","(32, 512, 512)",0.4882810115814209,0.4882810115814209,5.121264457702637,-3024.0,1987.0,-3024.0,-3024.0,-987.0,563.0,1374.0,True,False,True,sitk,sitk,keep_original,ok,
13eea560c5,normal,RSNA-Normal,"(40, 512, 512)","(40, 512, 512)",0.4882810115814209,0.4882810115814209,3.9743590354919434,-3024.0,2016.0,-3024.0,-3024.0,-986.0,301.0,1402.0,True,False,True,sitk,sitk,resample_to_5mm,ok,
13efaa6939,normal,RSNA-Normal,"(35, 512, 512)","(35, 512, 512)",0.4609375,0.4609375,5.0,-1024.0,1670.0,-1012.0,-1006.0,-959.0,369.0,1058.0,True,False,True,sitk,sitk,keep_original,ok,
14a62c82ad,normal,RSNA-Normal,"(32, 512, 512)","(32, 512, 512)",0.4882810115814209,0.4882810115814209,5.0,-3024.0,2194.0,-3024.0,-3024.0,-1005.0,485.0,1504.0,True,False,True,sitk,sitk,keep_original,ok,
14ae6f8518,normal,RSNA-Normal,"(34, 512, 512)","(34, 512, 512)",0.552734375,0.552734375,5.0,-1024.0,1744.0,-1010.0,-1006.0,-998.0,307.0,821.0,True,False,True,sitk,sitk,keep_original,ok,
14b0993fbf,normal,RSNA-Normal,"(34, 512, 512)","(34, 512, 512)",0.59375,0.59375,5.0513176918029785,-1024.0,1816.0,-1016.0,-1006.0,-983.0,78.0,971.570000000007,True,False,True,sitk,sitk,keep_original,ok,
14c01f981a,normal,RSNA-Normal,"(32, 512, 512)","(32, 512, 512)",0.48828125,0.48828125,5.0,-1024.0,1733.0,-1009.0,-1005.0,-969.0,437.0,1189.0,True,False,True,sitk,sitk,keep_original,ok,
14c68621f8,normal,RSNA-Normal,"(44, 512, 512)","(44, 512, 512)",0.4882810115814209,0.4882810115814209,4.079488277435303,-3024.0,2106.0,-3024.0,-3024.0,-989.0,408.0,1290.0,True,False,True,sitk,sitk,keep_original,ok,
14cdf253be,normal,RSNA-Normal,"(32, 512, 512)","(32, 512, 512)",0.4296875,0.4296875,5.0,-1019.0,1760.0,-1008.0,-1004.0,-808.0,415.0,985.0,True,False,True,sitk,sitk,keep_original,ok,
14cebedb7c,normal,RSNA-Normal,"(32, 512, 512)","(32, 512, 512)",0.474609375,0.474609375,5.0,-1024.0,1434.0,-1008.0,-1005.0,-966.0,347.0,744.0,True,False,True,sitk,sitk,keep_original,ok,
14cf814a21,normal,RSNA-Normal,"(36, 512, 512)","(36, 512, 512)",0.4882810115814209,0.4882810115814209,3.920361280441284,-3024.0,2002.0,-3024.0,-3024.0,-1002.0,492.0,1398.0,True,False,True,sitk,sitk,resample_to_5mm,ok,
14d58a12cd,normal,RSNA-Normal,"(34, 512, 512)","(34, 512, 512)",0.3984375,0.3984375,5.0,-1024.0,1688.0,-1009.0,-1005.0,-892.0,725.0,1349.0,True,False,True,sitk,sitk,keep_original,ok,
14dac095d2,normal,RSNA-Normal,"(33, 512, 512)","(33, 512, 512)",0.48828125,0.48828125,5.0,-1023.0,1648.0,-1009.0,-1006.0,-994.0,384.0,952.0,True,False,True,sitk,sitk,keep_original,ok,
14e76f2c4f,normal,RSNA-Normal,"(28, 512, 512)","(28, 512, 512)",0.4882810115814209,0.4882810115814209,5.17626428604126,-3024.0,2116.0,-3024.0,-3024.0,-986.0,326.0,1346.0,True,False,True,sitk,sitk,keep_original,ok,
14f2a765cc,normal,RSNA-Normal,"(32, 512, 512)","(32, 512, 512)",0.41796875,0.41796875,5.0,-1024.0,1653.0,-1009.0,-1005.0,-949.0,500.0,1254.0,True,False,True,sitk,sitk,keep_original,ok,
15a6628a3e,normal,RSNA-Normal,"(32, 512, 512)","(32, 512, 512)",0.4882810115814209,0.4882810115814209,5.062483310699463,-3024.0,2260.0,-3024.0,-3024.0,-996.0,567.0,1211.0,True,False,True,sitk,sitk,keep_original,ok,
15aec386ad,normal,RSNA-Normal,"(33, 512, 512)","(33, 512, 512)",0.4375,0.4375,5.0,-1021.0,1628.0,-1010.0,-1006.0,-954.0,551.0,1077.0,True,False,True,sitk,sitk,keep_original,ok,
15b0573972,normal,RSNA-Normal,"(36, 512, 512)","(36, 512, 512)",0.4453125,0.4453125,5.0,-1017.0,1762.0,-1010.0,-1006.0,-933.0,369.0,886.0,True,False,True,sitk,sitk,keep_original,ok,
15b3068978,normal,RSNA-Normal,"(38, 512, 512)","(38, 512, 512)",0.609375,0.609375,5.0,-1024.0,1988.0,-1013.0,-1008.0,-986.0,200.0,831.0,True,False,True,sitk,sitk,keep_original,ok,
15b6275d6c,normal,RSNA-Normal,"(40, 512, 512)","(40, 512, 512)",0.4882810115814209,0.4882810115814209,3.983487129211426,-3024.0,2006.0,-3024.0,-3024.0,-991.0,314.0,1329.0,True,False,True,sitk,sitk,resample_to_5mm,ok,
15b9e20ca4,normal,RSNA-Normal,"(35, 512, 512)","(35, 512, 512)",0.48828125,0.48828125,5.0,-1022.0,1728.0,-1010.0,-1006.0,-986.0,322.0,872.0,True,False,True,sitk,sitk,keep_original,ok,
15c3dd58c7,normal,RSNA-Normal,"(31, 512, 512)","(31, 512, 512)",0.435546875,0.435546875,5.0,-1024.0,1635.0,-1012.0,-1006.0,-935.0,542.0,1164.0,True,False,True,sitk,sitk,keep_original,ok,
15c812d828,normal,RSNA-Normal,"(33, 512, 512)","(33, 512, 512)",0.4140625,0.4140625,5.0,-1024.0,1567.0,-1011.0,-1006.0,-921.0,555.0,1073.0,True,False,True,sitk,sitk,keep_original,ok,
15cb2f1c80,normal,RSNA-Normal,"(34, 512, 512)","(34, 512, 512)",0.48828125,0.48828125,5.0,-1022.0,2931.0,-1009.0,-1005.0,-966.0,422.0,1146.0,True,False,True,sitk,sitk,keep_original,ok,
15ddc2c20f,normal,RSNA-Normal,"(35, 512, 512)","(35, 512, 512)",0.48046875,0.48046875,4.999998092651367,-1024.0,2976.0,-1011.0,-1008.0,-957.0,263.0,727.0,True,False,True,sitk,sitk,keep_original,ok,
15f30cfd7b,normal,RSNA-Normal,"(35, 512, 512)","(35, 512, 512)",0.4882810115814209,0.4882810115814209,5.0,-2048.0,3071.0,-2048.0,-2048.0,-977.0,474.0,1206.0,True,False,True,sitk,sitk,keep_original,ok,
15fcbe8379,normal,RSNA-Normal,"(32, 512, 512)","(32, 512, 512)",0.400390625,0.400390625,5.0,-1023.0,1630.0,-1009.0,-1006.0,-922.0,492.0,1091.0,True,False,True,sitk,sitk,keep_original,ok,
15fd5ebe3a,normal,RSNA-Normal,"(32, 512, 512)","(32, 512, 512)",0.4882810115814209,0.4882810115814209,5.0,-3024.0,2024.0,-3024.0,-3024.0,-989.0,379.0,1218.0,True,False,True,sitk,sitk,keep_original,ok,
16a2354f75,normal,RSNA-Normal,"(34, 512, 512)","(34, 512, 512)",0.48828125,0.48828125,5.0,-1020.0,1516.0,-1012.0,-1008.0,-995.0,295.0,696.0,True,False,True,sitk,sitk,keep_original,ok,
16a4b2f43e,normal,RSNA-Normal,"(36, 512, 512)","(36, 512, 512)",0.4882810115814209,0.4882810115814209,3.884657144546509,-3024.0,2053.0,-3024.0,-3024.0,-990.0,350.0,1222.0,True,False,True,sitk,sitk,resample_to_5mm,ok,
16acd6de40,normal,RSNA-Normal,"(36, 512, 512)","(36, 512, 512)",0.48828125,0.48828125,5.0,-1022.0,1693.0,-1012.0,-1008.0,-970.0,334.0,851.0,True,False,True,sitk,sitk,keep_original,ok,
16b40e0ecf,normal,RSNA-Normal,"(36, 512, 512)","(36, 512, 512)",0.443359375,0.443359375,5.0,-1021.0,1981.0,-1010.0,-1006.0,-969.0,405.0,982.0,True,False,True,sitk,sitk,keep_original,ok,
16c3709a90,normal,RSNA-Normal,"(31, 512, 512)","(31, 512, 512)",0.435546875,0.435546875,5.0,-1024.0,1566.0,-1012.0,-1006.0,-928.5,635.0,1170.0,True,False,True,sitk,sitk,keep_original,ok,
16c9176553,normal,RSNA-Normal,"(32, 512, 512)","(32, 512, 512)",0.4882810115814209,0.4882810115814209,5.1024932861328125,-3024.0,2100.0,-3024.0,-3024.0,-981.0,424.0,1562.0,True,False,True,sitk,sitk,keep_original,ok,
16d9e750e6,normal,RSNA-Normal,"(36, 512, 512)","(36, 512, 512)",0.44921875,0.44921875,5.0,-1024.0,1556.0,-1012.0,-1006.0,-908.0,735.0,1185.0,True,False,True,sitk,sitk,keep_original,ok,
16dd9ba15d,normal,RSNA-Normal,"(35, 512, 512)","(35, 512, 512)",0.48828125,0.48828125,5.0,-1024.0,1720.0,-1008.0,-1005.0,-971.0,343.0,814.0,True,False,True,sitk,sitk,keep_original,ok,
16f2f0bd2c,normal,RSNA-Normal,"(36, 512, 512)","(36, 512, 512)",0.478515625,0.478515625,5.0,-1023.0,1631.0,-1010.0,-1006.0,-970.0,556.0,1054.0,True,False,True,sitk,sitk,keep_original,ok,
16f4eeab85,normal,RSNA-Normal,"(38, 512, 512)","(38, 512, 512)",0.48828125,0.48828125,5.0,-1024.0,2613.0,-1008.0,-1005.0,-971.0,376.0,984.0,True,False,True,sitk,sitk,keep_original,ok,
16f91e916d,normal,RSNA-Normal,"(35, 512, 512)","(35, 512, 512)",0.427734375,0.427734375,5.0,-1024.0,1589.0,-1009.0,-1005.0,-944.0,567.0,1033.0,True,False,True,sitk,sitk,keep_original,ok,
17aefcbe1d,normal,RSNA-Normal,"(33, 512, 512)","(33, 512, 512)",0.46875,0.46875,5.0,-1019.0,1691.0,-1009.0,-1006.0,-968.0,344.0,715.0,True,False,True,sitk,sitk,keep_original,ok,
17b4d12a13,normal,RSNA-Normal,"(31, 512, 512)","(31, 512, 512)",0.400390625,0.400390625,5.0,-1024.0,1741.0,-1011.0,-1005.0,-904.0,557.0,1063.0,True,False,True,sitk,sitk,keep_original,ok,
17b9b6fd56,normal,RSNA-Normal,"(33, 512, 512)","(33, 512, 512)",0.48828125,0.48828125,5.0,-1023.0,1798.0,-1008.0,-1006.0,-984.0,443.0,895.570000000007,True,False,True,sitk,sitk,keep_original,ok,
17bde3831f,normal,RSNA-Normal,"(32, 512, 512)","(32, 512, 512)",0.4140625,0.4140625,5.0,-1021.0,1584.0,-1010.0,-1006.0,-898.0,616.0,1155.0,True,False,True,sitk,sitk,keep_original,ok,
17ca5f7b3e,normal,RSNA-Normal,"(40, 512, 512)","(40, 512, 512)",0.4882810115814209,0.4882810115814209,4.054025650024414,-3024.0,1989.0,-3024.0,-3024.0,-971.0,511.0,1511.0,True,False,True,sitk,sitk,keep_original,ok,
17d3e7eb27,normal,RSNA-Normal,"(44, 512, 512)","(44, 512, 512)",0.4882810115814209,0.4882810115814209,3.7403721809387207,-3024.0,2020.0,-3024.0,-3024.0,-985.0,409.0,1388.570000000007,True,False,True,sitk,sitk,resample_to_5mm,ok,
17d443d796,normal,RSNA-Normal,"(34, 512, 512)","(34, 512, 512)",0.412109375,0.412109375,5.0,-1022.0,1587.0,-1011.0,-1006.0,-807.0,457.0,915.0,True,False,True,sitk,sitk,keep_original,ok,
17e28ad4c9,normal,RSNA-Normal,"(33, 512, 512)","(33, 512, 512)",0.470703125,0.470703125,5.0,-1022.0,2513.0,-1011.0,-1005.0,-967.0,465.0,1026.0,True,False,True,sitk,sitk,keep_original,ok,
17e605ef60,normal,RSNA-Normal,"(40, 512, 512)","(40, 512, 512)",0.4882810115814209,0.4882810115814209,3.9743590354919434,-3024.0,1881.0,-3024.0,-3024.0,-982.0,552.0,1433.0,True,False,True,sitk,sitk,resample_to_5mm,ok,
17e7c660b8,normal,RSNA-Normal,"(40, 512, 512)","(40, 512, 512)",0.4882810115814209,0.4882810115814209,4.059487342834473,-3024.0,1981.0,-3024.0,-3024.0,-973.0,329.0,1278.0,True,False,True,sitk,sitk,keep_original,ok,
17f87147e0,normal,RSNA-Normal,"(33, 512, 512)","(33, 512, 512)",0.45703125,0.45703125,5.0,-1021.0,1672.0,-1009.0,-1006.0,-953.0,381.0,829.0,True,False,True,sitk,sitk,keep_original,ok,
18b04ec486,normal,RSNA-Normal,"(33, 512, 512)","(33, 512, 512)",0.48828125,0.48828125,5.0,-1024.0,2976.0,-1010.0,-1005.0,-994.0,341.0,910.0,True,False,True,sitk,sitk,keep_original,ok,
18b06790d0,normal,RSNA-Normal,"(35, 512, 512)","(35, 512, 512)",0.455078125,0.455078125,5.0,-1024.0,2976.0,-1009.0,-1005.0,-967.0,416.0,1153.570000000007,True,False,True,sitk,sitk,keep_original,ok,
18b0ea1a4a,normal,RSNA-Normal,"(30, 512, 512)","(30, 512, 512)",0.384765625,0.384765625,5.0,-1024.0,1520.0,-1010.0,-1006.0,-911.0,453.0,893.0,True,False,True,sitk,sitk,keep_original,ok,
