case_id,branch,source_dataset,ct_reader_backend,mask_reader_backend,hu_action,resample_action,status,error
14ae6f8518,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
14b0993fbf,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
14c01f981a,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
14c68621f8,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
14cdf253be,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
14cebedb7c,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
14cf814a21,normal,RSNA-Normal,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
14d58a12cd,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
14dac095d2,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
14e76f2c4f,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
14f2a765cc,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
15a6628a3e,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
15aec386ad,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
15b0573972,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
15b3068978,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
15b6275d6c,normal,RSNA-Normal,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
15b9e20ca4,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
15c3dd58c7,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
15c812d828,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
15cb2f1c80,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
15ddc2c20f,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
15f30cfd7b,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
15fcbe8379,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
15fd5ebe3a,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
16a2354f75,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
16a4b2f43e,normal,RSNA-Normal,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
16acd6de40,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
16b40e0ecf,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
16c3709a90,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
16c9176553,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
16d9e750e6,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
16dd9ba15d,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
16f2f0bd2c,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
16f4eeab85,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
16f91e916d,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
17aefcbe1d,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
17b4d12a13,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
17b9b6fd56,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
17bde3831f,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
17ca5f7b3e,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
17d3e7eb27,normal,RSNA-Normal,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
17d443d796,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
17e28ad4c9,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
17e605ef60,normal,RSNA-Normal,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
17e7c660b8,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
17f87147e0,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
18b04ec486,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
18b06790d0,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
18b0ea1a4a,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
18c4793d84,normal,RSNA-Normal,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
18cb5ab469,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
18cf6576fd,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
18d2508766,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
18d60648a6,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
18dec11fac,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
18e9d64f71,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
18eb7d818b,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
18f0d6194d,normal,RSNA-Normal,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
18f50f2a5e,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
18faba5e0c,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
19a400a1d3,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
19a81d7255,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
19abc424cc,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
19c6598ccc,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
19cab302de,normal,RSNA-Normal,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
1a14343982,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1a18f7efa2,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1a33d8d099,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1a341ec405,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1a3609c5be,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1a3814808d,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1a44c511a0,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1a4678822f,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1a467e8a13,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1a4923ec37,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1a5751031d,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1a5778261b,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1a59e0db63,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1a63eecc3d,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1a6792dd0b,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1a7c7ecd50,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1a8a13c728,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1a9a481592,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1aa3d4fa6c,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1ab1af4225,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1ac8e73ca8,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1b31576e8c,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1b42f16ffc,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1b45c2621b,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1b5e6f6a5c,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1b68c1ba74,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1b6951d4ef,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1b6c0761d1,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1b6f933f55,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1b8a025ee7,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1b8ac8435f,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1b8cc3802f,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1b8e021a8b,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1b91188756,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1ba071c455,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1ba376fedc,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1bc47897b3,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1bc8566455,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1bcab0be02,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1be25102f7,normal,RSNA-Normal,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
1bee211f2a,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1bf6468f63,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1bf94b3125,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1bf9be3f55,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1c08de4a8a,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1c272ea70c,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1c2b008a03,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1c36a52f73,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1c408dbb30,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1c4f7f9de5,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1c52b630ce,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1c5a60af16,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1c64f41611,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1c6883c138,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1c6c035023,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1c78e8dd92,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1c7b3d0bea,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1c812a602f,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1c8ae2fbc4,normal,RSNA-Normal,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
1c94676039,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1c9fe6c268,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1cad839c93,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1cafa44228,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1cb3e7d775,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1cb4ab7053,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1cbdc5d074,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1cc652362e,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1cdd36cc55,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1cecd705de,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1cf2e899ed,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1cf37f4581,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1cf3ca8213,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1cfc1b3043,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1cff5ac4b6,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1d00a40fbd,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1d1d04e2f0,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1d37e862cf,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1d3a3d6c53,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1d3e90ce73,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1d4c4f5abc,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1d4fcb6ab9,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1d528efa68,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1d5e524529,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1d740362bb,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1d790ad1ea,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1dbb979309,normal,RSNA-Normal,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
1dd0f516ac,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1dd778fa00,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1dd82236b7,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1dda9a4d22,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1dddb1fef2,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1de7498487,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1e013eb445,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1e0a3cdf70,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1e1e6d4595,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1e275b0d03,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1e358a8d5c,normal,RSNA-Normal,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
1e3b762e71,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1e5ac296dc,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1e5e06b97f,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1e714ffe13,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1e7364beb3,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1e75365573,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1e8311a366,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1e8774509a,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1e8ea245ff,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1eada45d42,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1eaff4ef75,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1eb45efa8c,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1ec35eec9c,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1ecfbb642a,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1ed7bca125,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1ee7b6cc25,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1eee8adff9,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1effb1dd72,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1f02ec7ba5,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1f0a9cbce8,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1f256404d4,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1f40dd2762,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1f42ab5bcc,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1f44348456,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1f55f2e0be,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1f572f3186,normal,RSNA-Normal,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
1f58f31ff5,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1f5f0f4742,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1f607033af,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1f85f7ea57,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1f88ec0031,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1f943c211a,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1f99cf703a,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1f9a11faef,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1faef68cb6,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1fbc326e69,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1fc2674cc4,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1fc411d578,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1fcc876e25,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1fd1bceead,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1fd9493668,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1fe08e8b85,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1fea209a30,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
1ff136e8cb,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
20b4ddb37c,normal,RSNA-Normal,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
20bfbad2cf,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
20c39635aa,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
20c8878b22,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
20cf011966,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
20d04b4e05,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
20d97c7acd,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
20f5b96779,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
21a252f46e,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
21ae84d853,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
21b7625b82,normal,RSNA-Normal,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
21b9c03d7b,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
21bcec6249,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
21c35373b1,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
21e7c72664,normal,RSNA-Normal,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
21e801645b,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
21eb676ec1,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
21f27af189,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
21f463b8be,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
22a0ae3fd2,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
22a2297bca,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
22b0fc0f91,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
22b9ea4cb9,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
22c00bdac5,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
22c79d6271,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
22d5e52b01,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
22d609c9e5,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
22d6dfed97,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
22e3a458db,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
22e7a4b9a4,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
22fcf53fdb,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
22fe8309da,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
22fee11ce3,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
23a82a24d6,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
23a8ecf56e,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
23c0c339ad,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
23c70ffa6b,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
23cc739f06,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
23d08a7702,normal,RSNA-Normal,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
23d3f70839,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
23e316aba1,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
23e49cfeeb,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
23ee36c7fb,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
24a75fc57f,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
24a8363ea1,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
24b3405b5a,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
24b3795dcd,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
24b4523f3c,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
24b544d0d2,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
24b6080453,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
24beca50fd,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
24c9d326d2,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
24ce14ffcf,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
24d476ae01,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
24d5c1999b,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
24db29a50d,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
24dcf7e88f,normal,RSNA-Normal,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
24fbac56a2,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
24fe60db9f,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
25a2381612,normal,RSNA-Normal,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
25a36b04af,normal,RSNA-Normal,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
25aa5a6ba9,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
25aa7733b6,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
25bd57e335,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
25bda59a27,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
25bdb113d2,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
25d0b4476a,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
25d5804978,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
25f9adebfb,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
25fb2e4338,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
26a5487c90,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
26a734a0f7,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
26b10e9f76,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
26b72bab13,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
26b89c8696,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
26ba443110,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
26d2925c13,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
26d3de1291,normal,RSNA-Normal,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
26d5b9a7d0,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
26d618967d,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
26e33ac21f,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
26ea308f78,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
26ea5cf48e,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
26eca8e83a,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
26ecb609d8,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
26ee32e2a5,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
26f4b63211,normal,RSNA-Normal,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
26f5a0f6ab,normal,RSNA-Normal,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
26f6cef18c,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
27c9f6afd9,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
27d263e518,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
27e7af2b58,normal,RSNA-Normal,sitk,sitk,no_offset_fix,resampled_to_5mm,ok,
27efc66eaf,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
27f67a79cc,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
27fe7ce51b,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
28a810dcd7,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
28ad60a085,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
28af1f88e5,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
28b314f50e,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
28cdacb16d,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
28ceb416e7,normal,RSNA-Normal,sitk,sitk,no_offset_fix,kept_original,ok,
