source_dataset,original_stem,final_case_id,ct_src,mask_src,ct_dst,mask_dst
HemSeg500,13ea177db6,13ea177db6,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/13ea177db6.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/13ea177db6.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/13ea177db6.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/13ea177db6.nii.gz
HemSeg500,157c823b27,157c823b27,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/157c823b27.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/157c823b27.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/157c823b27.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/157c823b27.nii.gz
HemSeg500,157f6cb4db,157f6cb4db,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/157f6cb4db.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/157f6cb4db.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/157f6cb4db.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/157f6cb4db.nii.gz
HemSeg500,163f52da8a,163f52da8a,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/163f52da8a.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/163f52da8a.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/163f52da8a.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/163f52da8a.nii.gz
HemSeg500,1661503f74,1661503f74,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/1661503f74.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/1661503f74.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/1661503f74.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/1661503f74.nii.gz
HemSeg500,1695d14ef3,1695d14ef3,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/1695d14ef3.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/1695d14ef3.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/1695d14ef3.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/1695d14ef3.nii.gz
HemSeg500,16c163fa19,16c163fa19,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/16c163fa19.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/16c163fa19.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/16c163fa19.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/16c163fa19.nii.gz
HemSeg500,16ea2bcef7,16ea2bcef7,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/16ea2bcef7.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/16ea2bcef7.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/16ea2bcef7.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/16ea2bcef7.nii.gz
HemSeg500,17014b11f1,17014b11f1,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/17014b11f1.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/17014b11f1.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/17014b11f1.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/17014b11f1.nii.gz
HemSeg500,172ae18e3e,172ae18e3e,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/172ae18e3e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/172ae18e3e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/172ae18e3e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/172ae18e3e.nii.gz
HemSeg500,1908f0cd50,1908f0cd50,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/1908f0cd50.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/1908f0cd50.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/1908f0cd50.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/1908f0cd50.nii.gz
HemSeg500,190e9d8e3c,190e9d8e3c,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/190e9d8e3c.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/190e9d8e3c.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/190e9d8e3c.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/190e9d8e3c.nii.gz
HemSeg500,19301f3a01,19301f3a01,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/19301f3a01.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/19301f3a01.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/19301f3a01.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/19301f3a01.nii.gz
HemSeg500,1994af6215,1994af6215,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/1994af6215.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/1994af6215.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/1994af6215.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/1994af6215.nii.gz
HemSeg500,1ab5f078f6,1ab5f078f6,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/1ab5f078f6.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/1ab5f078f6.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/1ab5f078f6.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/1ab5f078f6.nii.gz
HemSeg500,1b1a2dcaea,1b1a2dcaea,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/1b1a2dcaea.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/1b1a2dcaea.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/1b1a2dcaea.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/1b1a2dcaea.nii.gz
HemSeg500,1b6fd8d255,1b6fd8d255,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/1b6fd8d255.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/1b6fd8d255.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/1b6fd8d255.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/1b6fd8d255.nii.gz
HemSeg500,1bac343cea,1bac343cea,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/1bac343cea.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/1bac343cea.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/1bac343cea.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/1bac343cea.nii.gz
HemSeg500,1cac8dba16,1cac8dba16,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/1cac8dba16.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/1cac8dba16.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/1cac8dba16.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/1cac8dba16.nii.gz
HemSeg500,1cb11e92e9,1cb11e92e9,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/1cb11e92e9.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/1cb11e92e9.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/1cb11e92e9.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/1cb11e92e9.nii.gz
HemSeg500,1cd202a3cc,1cd202a3cc,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/1cd202a3cc.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/1cd202a3cc.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/1cd202a3cc.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/1cd202a3cc.nii.gz
HemSeg500,1cd4dc2348,1cd4dc2348,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/1cd4dc2348.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/1cd4dc2348.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/1cd4dc2348.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/1cd4dc2348.nii.gz
HemSeg500,1cea750ed3,1cea750ed3,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/1cea750ed3.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/1cea750ed3.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/1cea750ed3.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/1cea750ed3.nii.gz
HemSeg500,1d0d7ed17e,1d0d7ed17e,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/1d0d7ed17e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/1d0d7ed17e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/1d0d7ed17e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/1d0d7ed17e.nii.gz
HemSeg500,1d4b740107,1d4b740107,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/1d4b740107.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/1d4b740107.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/1d4b740107.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/1d4b740107.nii.gz
HemSeg500,1daf0af29d,1daf0af29d,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/1daf0af29d.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/1daf0af29d.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/1daf0af29d.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/1daf0af29d.nii.gz
HemSeg500,1dfb0e8b50,1dfb0e8b50,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/1dfb0e8b50.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/1dfb0e8b50.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/1dfb0e8b50.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/1dfb0e8b50.nii.gz
HemSeg500,1e3eda186e,1e3eda186e,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/1e3eda186e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/1e3eda186e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/1e3eda186e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/1e3eda186e.nii.gz
HemSeg500,1e79e4e1bd,1e79e4e1bd,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/1e79e4e1bd.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/1e79e4e1bd.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/1e79e4e1bd.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/1e79e4e1bd.nii.gz
HemSeg500,1f78c58a32,1f78c58a32,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/1f78c58a32.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/1f78c58a32.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/1f78c58a32.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/1f78c58a32.nii.gz
HemSeg500,1f7d35d073,1f7d35d073,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/1f7d35d073.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/1f7d35d073.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/1f7d35d073.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/1f7d35d073.nii.gz
HemSeg500,204c5fedba,204c5fedba,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/204c5fedba.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/204c5fedba.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/204c5fedba.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/204c5fedba.nii.gz
HemSeg500,2060eea0bd,2060eea0bd,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2060eea0bd.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2060eea0bd.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2060eea0bd.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2060eea0bd.nii.gz
HemSeg500,2082d85c9d,2082d85c9d,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2082d85c9d.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2082d85c9d.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2082d85c9d.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2082d85c9d.nii.gz
HemSeg500,208e49a691,208e49a691,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/208e49a691.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/208e49a691.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/208e49a691.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/208e49a691.nii.gz
HemSeg500,209e5f2156,209e5f2156,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/209e5f2156.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/209e5f2156.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/209e5f2156.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/209e5f2156.nii.gz
HemSeg500,20d7d12b21,20d7d12b21,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/20d7d12b21.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/20d7d12b21.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/20d7d12b21.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/20d7d12b21.nii.gz
HemSeg500,210791b6f9,210791b6f9,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/210791b6f9.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/210791b6f9.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/210791b6f9.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/210791b6f9.nii.gz
HemSeg500,2166ee32e6,2166ee32e6,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2166ee32e6.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2166ee32e6.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2166ee32e6.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2166ee32e6.nii.gz
HemSeg500,21fc1099a6,21fc1099a6,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/21fc1099a6.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/21fc1099a6.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/21fc1099a6.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/21fc1099a6.nii.gz
HemSeg500,228a7d42f0,228a7d42f0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/228a7d42f0.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/228a7d42f0.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/228a7d42f0.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/228a7d42f0.nii.gz
HemSeg500,232aef8750,232aef8750,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/232aef8750.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/232aef8750.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/232aef8750.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/232aef8750.nii.gz
HemSeg500,2331533be6,2331533be6,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2331533be6.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2331533be6.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2331533be6.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2331533be6.nii.gz
HemSeg500,23453d16c8,23453d16c8,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/23453d16c8.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/23453d16c8.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/23453d16c8.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/23453d16c8.nii.gz
HemSeg500,2378b9f08d,2378b9f08d,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2378b9f08d.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2378b9f08d.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2378b9f08d.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2378b9f08d.nii.gz
HemSeg500,244ccb9843,244ccb9843,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/244ccb9843.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/244ccb9843.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/244ccb9843.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/244ccb9843.nii.gz
HemSeg500,2525fd4a70,2525fd4a70,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2525fd4a70.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2525fd4a70.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2525fd4a70.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2525fd4a70.nii.gz
HemSeg500,2568f5cf57,2568f5cf57,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2568f5cf57.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2568f5cf57.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2568f5cf57.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2568f5cf57.nii.gz
HemSeg500,265f9111c0,265f9111c0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/265f9111c0.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/265f9111c0.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/265f9111c0.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/265f9111c0.nii.gz
HemSeg500,270d688ecb,270d688ecb,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/270d688ecb.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/270d688ecb.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/270d688ecb.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/270d688ecb.nii.gz
HemSeg500,2731fb1683,2731fb1683,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/ct_scans/2731fb1683.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/HemSeg500/masks/2731fb1683.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/2731fb1683.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/2731fb1683.nii.gz
