case_id,branch,source_dataset,file_ext,file_ext_current,file_ext_original_ct,file_ext_original_mask,ct_path,mask_path,status,reason
19c6598ccc,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/19c6598ccc.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/19c6598ccc.nii.gz,kept,
19cab302de,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/19cab302de.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/19cab302de.nii.gz,kept,
1a14343982,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1a14343982.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1a14343982.nii.gz,kept,
1a18f7efa2,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1a18f7efa2.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1a18f7efa2.nii.gz,kept,
1a33d8d099,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1a33d8d099.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1a33d8d099.nii.gz,kept,
1a341ec405,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1a341ec405.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1a341ec405.nii.gz,kept,
1a3609c5be,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1a3609c5be.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1a3609c5be.nii.gz,kept,
1a3814808d,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1a3814808d.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1a3814808d.nii.gz,kept,
1a44c511a0,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1a44c511a0.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1a44c511a0.nii.gz,kept,
1a4678822f,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1a4678822f.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1a4678822f.nii.gz,kept,
1a467e8a13,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1a467e8a13.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1a467e8a13.nii.gz,kept,
1a4923ec37,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1a4923ec37.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1a4923ec37.nii.gz,kept,
1a5751031d,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1a5751031d.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1a5751031d.nii.gz,kept,
1a5778261b,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1a5778261b.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1a5778261b.nii.gz,kept,
1a59e0db63,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1a59e0db63.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1a59e0db63.nii.gz,kept,
1a63eecc3d,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1a63eecc3d.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1a63eecc3d.nii.gz,kept,
1a6792dd0b,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1a6792dd0b.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1a6792dd0b.nii.gz,kept,
1a7c7ecd50,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1a7c7ecd50.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1a7c7ecd50.nii.gz,kept,
1a8a13c728,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1a8a13c728.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1a8a13c728.nii.gz,kept,
1a9a481592,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1a9a481592.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1a9a481592.nii.gz,kept,
1aa3d4fa6c,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1aa3d4fa6c.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1aa3d4fa6c.nii.gz,kept,
1ab1af4225,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1ab1af4225.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1ab1af4225.nii.gz,kept,
1ac8e73ca8,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1ac8e73ca8.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1ac8e73ca8.nii.gz,kept,
1b31576e8c,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1b31576e8c.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1b31576e8c.nii.gz,kept,
1b42f16ffc,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1b42f16ffc.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1b42f16ffc.nii.gz,kept,
1b45c2621b,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1b45c2621b.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1b45c2621b.nii.gz,kept,
1b5e6f6a5c,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1b5e6f6a5c.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1b5e6f6a5c.nii.gz,kept,
1b68c1ba74,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1b68c1ba74.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1b68c1ba74.nii.gz,kept,
1b6951d4ef,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1b6951d4ef.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1b6951d4ef.nii.gz,kept,
1b6c0761d1,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1b6c0761d1.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1b6c0761d1.nii.gz,kept,
1b6f933f55,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1b6f933f55.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1b6f933f55.nii.gz,kept,
1b8a025ee7,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1b8a025ee7.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1b8a025ee7.nii.gz,kept,
1b8ac8435f,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1b8ac8435f.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1b8ac8435f.nii.gz,kept,
1b8cc3802f,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1b8cc3802f.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1b8cc3802f.nii.gz,kept,
1b8e021a8b,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1b8e021a8b.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1b8e021a8b.nii.gz,kept,
1b91188756,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1b91188756.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1b91188756.nii.gz,kept,
1ba071c455,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1ba071c455.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1ba071c455.nii.gz,kept,
1ba376fedc,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1ba376fedc.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1ba376fedc.nii.gz,kept,
1bc47897b3,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1bc47897b3.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1bc47897b3.nii.gz,kept,
1bc8566455,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1bc8566455.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1bc8566455.nii.gz,kept,
1bcab0be02,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1bcab0be02.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1bcab0be02.nii.gz,kept,
1be25102f7,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1be25102f7.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1be25102f7.nii.gz,kept,
1bee211f2a,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1bee211f2a.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1bee211f2a.nii.gz,kept,
1bf6468f63,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1bf6468f63.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1bf6468f63.nii.gz,kept,
1bf94b3125,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1bf94b3125.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1bf94b3125.nii.gz,kept,
1bf9be3f55,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1bf9be3f55.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1bf9be3f55.nii.gz,kept,
1c08de4a8a,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1c08de4a8a.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1c08de4a8a.nii.gz,kept,
1c272ea70c,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1c272ea70c.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1c272ea70c.nii.gz,kept,
1c2b008a03,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1c2b008a03.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1c2b008a03.nii.gz,kept,
1c36a52f73,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1c36a52f73.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1c36a52f73.nii.gz,kept,
1c408dbb30,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1c408dbb30.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1c408dbb30.nii.gz,kept,
1c4f7f9de5,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1c4f7f9de5.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1c4f7f9de5.nii.gz,kept,
1c52b630ce,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1c52b630ce.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1c52b630ce.nii.gz,kept,
1c5a60af16,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1c5a60af16.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1c5a60af16.nii.gz,kept,
1c64f41611,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1c64f41611.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1c64f41611.nii.gz,kept,
1c6883c138,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1c6883c138.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1c6883c138.nii.gz,kept,
1c6c035023,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1c6c035023.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1c6c035023.nii.gz,kept,
1c78e8dd92,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1c78e8dd92.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1c78e8dd92.nii.gz,kept,
1c7b3d0bea,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1c7b3d0bea.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1c7b3d0bea.nii.gz,kept,
1c812a602f,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1c812a602f.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1c812a602f.nii.gz,kept,
1c8ae2fbc4,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1c8ae2fbc4.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1c8ae2fbc4.nii.gz,kept,
1c94676039,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1c94676039.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1c94676039.nii.gz,kept,
1c9fe6c268,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1c9fe6c268.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1c9fe6c268.nii.gz,kept,
1cad839c93,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1cad839c93.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1cad839c93.nii.gz,kept,
1cafa44228,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1cafa44228.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1cafa44228.nii.gz,kept,
1cb3e7d775,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1cb3e7d775.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1cb3e7d775.nii.gz,kept,
1cb4ab7053,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1cb4ab7053.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1cb4ab7053.nii.gz,kept,
1cbdc5d074,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1cbdc5d074.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1cbdc5d074.nii.gz,kept,
1cc652362e,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1cc652362e.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1cc652362e.nii.gz,kept,
1cdd36cc55,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1cdd36cc55.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1cdd36cc55.nii.gz,kept,
1cecd705de,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1cecd705de.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1cecd705de.nii.gz,kept,
1cf2e899ed,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1cf2e899ed.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1cf2e899ed.nii.gz,kept,
1cf37f4581,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1cf37f4581.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1cf37f4581.nii.gz,kept,
1cf3ca8213,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1cf3ca8213.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1cf3ca8213.nii.gz,kept,
1cfc1b3043,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1cfc1b3043.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1cfc1b3043.nii.gz,kept,
1cff5ac4b6,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1cff5ac4b6.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1cff5ac4b6.nii.gz,kept,
1d00a40fbd,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1d00a40fbd.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1d00a40fbd.nii.gz,kept,
1d1d04e2f0,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1d1d04e2f0.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1d1d04e2f0.nii.gz,kept,
1d37e862cf,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1d37e862cf.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1d37e862cf.nii.gz,kept,
1d3a3d6c53,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1d3a3d6c53.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1d3a3d6c53.nii.gz,kept,
1d3e90ce73,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1d3e90ce73.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1d3e90ce73.nii.gz,kept,
1d4c4f5abc,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1d4c4f5abc.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1d4c4f5abc.nii.gz,kept,
1d4fcb6ab9,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1d4fcb6ab9.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1d4fcb6ab9.nii.gz,kept,
1d528efa68,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1d528efa68.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1d528efa68.nii.gz,kept,
1d5e524529,normal,RSNA-normal,nii.gz,nii.gz,,,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/1d5e524529.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/1d5e524529.nii.gz,kept,
